customer_id,wilayah,kelompok_usia,jenis_kelamin,segmen_pekerjaan,thin_file,lama_riwayat_kredit_bulan,jumlah_fasilitas_kredit_aktif,rasio_utang_pendapatan,riwayat_keterlambatan_90hari,konsistensi_isi_ulang_pulsa,lama_kepemilikan_nomor_bulan,rata_rata_pulsa_bulanan_rp,frekuensi_transaksi_ecommerce_bulanan,rating_rata_penjual_pembeli,rasio_retur_pembelian,rata_rata_kas_masuk_bulanan_rp,volatilitas_kas_cv,jumlah_hari_kas_negatif_per_bulan,default_flag
CUST100161,Luar Jawa Lainnya,36-45,L,Pekerja Informal/Gig,1,0.0,0,0.379,,0.454,122.0,32000.0,5,2.85,0.117,2170000.0,0.248,2,1
CUST100162,Jabodetabek,18-25,L,Pekerja Informal/Gig,1,0.0,0,0.506,,0.654,47.0,26000.0,3,4.4,0.092,1230000.0,0.236,1,1
CUST100163,Jabodetabek,36-45,L,Pekerja Informal/Gig,1,0.0,0,0.739,,0.68,82.0,22000.0,5,4.41,0.015,1120000.0,0.151,0,0
CUST100164,Sumatra,18-25,P,Pekerja Informal/Gig,0,63.0,3,0.047,0,1.0,45.0,33000.0,8,5.0,0.082,660000.0,0.061,2,0
CUST100165,Jawa Non-Jabodetabek,18-25,L,Karyawan Formal,0,28.0,1,0.284,0,0.894,65.0,17000.0,5,4.26,0.083,1670000.0,0.255,1,0
CUST100166,Sulawesi,26-35,P,Pekerja Informal/Gig,1,0.0,0,0.204,,0.648,35.0,34000.0,5,4.57,0.028,2030000.0,0.365,2,0
CUST100167,Sulawesi,56+,P,UMKM/Wirausaha,1,0.0,0,0.439,,0.931,129.0,30000.0,1,4.87,0.137,3650000.0,0.612,0,1
CUST100168,Jawa Non-Jabodetabek,26-35,L,Karyawan Formal,0,47.0,0,0.172,0,0.637,58.0,23000.0,2,4.77,0.036,2630000.0,0.165,2,0
CUST100169,Luar Jawa Lainnya,36-45,P,Karyawan Formal,0,23.0,2,0.75,0,0.155,52.0,13000.0,6,4.66,0.164,1070000.0,0.035,1,1
CUST100170,Jawa Non-Jabodetabek,36-45,L,Karyawan Formal,0,44.0,1,0.176,0,0.655,46.0,23000.0,5,4.94,0.189,6770000.0,0.408,1,0
CUST100171,Sumatra,46-55,L,Pekerja Informal/Gig,0,72.0,2,0.368,0,0.939,59.0,74000.0,5,4.29,0.01,2870000.0,0.171,0,0
CUST100172,Jabodetabek,26-35,P,Pekerja Informal/Gig,1,0.0,0,0.463,,1.0,41.0,82000.0,8,4.67,0.157,7150000.0,0.297,1,0
CUST100173,Luar Jawa Lainnya,36-45,L,Karyawan Formal,0,10.0,2,0.448,0,0.613,87.0,20000.0,0,4.3,0.093,1430000.0,0.028,0,0
CUST100174,Jabodetabek,56+,L,Pekerja Informal/Gig,1,0.0,0,0.308,,0.661,32.0,60000.0,7,4.39,0.034,2780000.0,0.244,1,1
CUST100175,Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.049,,0.69,80.0,48000.0,4,4.66,0.076,3280000.0,0.048,1,0
CUST100176,Jawa Non-Jabodetabek,26-35,L,Karyawan Formal,0,21.0,2,0.303,0,0.604,100.0,60000.0,3,4.82,0.064,3480000.0,0.214,1,0
CUST100177,Luar Jawa Lainnya,46-55,P,Pekerja Informal/Gig,1,0.0,0,0.068,,0.552,69.0,34000.0,3,4.47,0.062,2180000.0,0.263,2,0
CUST100178,Sulawesi,26-35,P,Karyawan Formal,0,26.0,3,0.335,0,0.506,83.0,22000.0,3,3.77,0.132,3480000.0,0.181,1,0
CUST100179,Kalimantan,26-35,P,Karyawan Formal,0,35.0,1,0.405,0,0.449,48.0,36000.0,2,4.41,0.019,780000.0,0.186,2,0
CUST100180,Sulawesi,26-35,P,UMKM/Wirausaha,0,36.0,0,0.256,0,0.659,107.0,28000.0,3,4.67,0.134,6350000.0,0.569,2,0
CUST100181,Sulawesi,46-55,P,Pekerja Informal/Gig,1,0.0,0,0.269,,0.653,43.0,186000.0,4,4.37,0.354,3910000.0,0.326,0,0
CUST100182,Sumatra,56+,L,Karyawan Formal,0,16.0,0,0.146,0,0.465,93.0,25000.0,4,4.29,0.119,2320000.0,0.269,3,0
CUST100183,Jawa Non-Jabodetabek,36-45,P,Karyawan Formal,0,70.0,0,0.83,0,0.712,128.0,76000.0,12,5.0,0.166,1090000.0,0.282,1,1
CUST100184,Kalimantan,36-45,L,UMKM/Wirausaha,0,45.0,3,0.451,0,0.752,105.0,55000.0,5,4.26,0.098,22810000.0,0.434,1,0
CUST100185,Sumatra,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.13,,0.836,75.0,50000.0,5,4.01,0.015,2140000.0,0.43,1,0
CUST100186,Jawa Non-Jabodetabek,18-25,P,Pekerja Informal/Gig,1,0.0,0,0.156,,0.225,69.0,89000.0,5,4.26,0.052,1810000.0,0.103,0,0
CUST100187,Jabodetabek,18-25,P,UMKM/Wirausaha,0,78.0,2,0.432,0,0.763,43.0,43000.0,4,4.76,0.029,3540000.0,0.493,8,0
CUST100188,Kalimantan,18-25,P,Pekerja Informal/Gig,0,38.0,3,0.02,0,0.894,68.0,22000.0,3,4.64,0.079,2080000.0,0.163,0,0
CUST100189,Jabodetabek,18-25,L,UMKM/Wirausaha,1,0.0,0,0.204,,0.825,114.0,36000.0,4,3.75,0.123,3490000.0,0.586,4,0
CUST100190,Luar Jawa Lainnya,36-45,P,Karyawan Formal,0,36.0,3,0.505,0,0.688,31.0,43000.0,3,5.0,0.208,3390000.0,0.159,1,0
CUST100191,Jabodetabek,18-25,L,UMKM/Wirausaha,1,0.0,0,0.524,,0.659,134.0,56000.0,7,4.38,0.032,27100000.0,0.51,0,1
CUST100192,Jabodetabek,18-25,L,Karyawan Formal,1,0.0,0,0.401,,0.557,111.0,53000.0,6,4.54,0.141,2920000.0,0.185,1,0
CUST100193,Sulawesi,26-35,P,Pekerja Informal/Gig,1,0.0,0,0.347,,0.715,57.0,19000.0,5,4.76,0.212,1000000.0,0.33,1,1
CUST100194,Jabodetabek,26-35,L,Karyawan Formal,0,95.0,2,0.636,1,0.801,75.0,42000.0,2,5.0,0.072,4260000.0,0.316,2,1
CUST100195,Jabodetabek,18-25,P,Karyawan Formal,0,37.0,2,0.15,1,0.805,29.0,30000.0,5,4.8,0.11,6510000.0,0.13,2,0
CUST100196,Sumatra,18-25,P,Pekerja Informal/Gig,1,0.0,0,0.227,,0.991,72.0,98000.0,2,4.15,0.015,4030000.0,0.02,3,0
CUST100197,Sulawesi,26-35,P,Pekerja Informal/Gig,1,0.0,0,0.652,,0.585,93.0,64000.0,7,3.97,0.103,1000000.0,0.296,0,0
CUST100198,Jabodetabek,36-45,L,UMKM/Wirausaha,0,21.0,5,0.332,0,0.696,114.0,53000.0,7,3.94,0.09,4550000.0,0.368,1,0
CUST100199,Jawa Non-Jabodetabek,36-45,L,Pekerja Informal/Gig,1,0.0,0,0.444,,0.71,128.0,19000.0,6,4.21,0.091,1910000.0,0.25,4,0
CUST100200,Kalimantan,46-55,P,Pekerja Informal/Gig,1,0.0,0,0.37,,0.482,49.0,48000.0,6,4.3,0.091,1100000.0,0.258,1,1
CUST100201,Luar Jawa Lainnya,36-45,P,Karyawan Formal,0,74.0,1,0.855,0,0.459,151.0,36000.0,2,4.18,0.239,1350000.0,0.278,0,1
CUST100202,Sumatra,36-45,L,UMKM/Wirausaha,0,26.0,1,0.256,0,0.646,94.0,67000.0,3,4.31,0.038,7650000.0,0.256,3,0
CUST100203,Jabodetabek,46-55,L,Karyawan Formal,0,35.0,0,0.526,1,0.661,32.0,22000.0,9,4.53,0.001,1770000.0,0.23,4,1
CUST100204,Jabodetabek,36-45,L,Pekerja Informal/Gig,0,60.0,1,0.033,0,0.578,87.0,33000.0,3,3.33,0.019,1150000.0,0.252,0,1
CUST100205,Jabodetabek,36-45,P,Karyawan Formal,0,64.0,0,0.401,0,0.925,77.0,15000.0,6,3.75,0.048,3000000.0,0.351,0,0
CUST100206,Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.56,,0.748,69.0,34000.0,6,4.75,0.01,1950000.0,0.281,2,1
CUST100207,Sumatra,26-35,P,Karyawan Formal,0,52.0,3,0.512,0,0.833,19.0,51000.0,3,4.68,0.069,3970000.0,0.194,0,0
CUST100208,Jabodetabek,26-35,L,UMKM/Wirausaha,0,63.0,1,0.447,0,0.62,28.0,55000.0,4,4.52,0.093,5360000.0,0.441,1,0
CUST100209,Sumatra,18-25,L,Pekerja Informal/Gig,1,0.0,0,0.495,,0.49,48.0,40000.0,3,4.85,0.162,1920000.0,0.113,1,0
CUST100210,Kalimantan,46-55,P,Karyawan Formal,0,41.0,1,0.233,0,0.802,60.0,68000.0,2,3.99,0.14,2020000.0,0.148,1,0
CUST100211,Sumatra,18-25,P,Pekerja Informal/Gig,1,0.0,0,0.498,,0.099,94.0,40000.0,8,3.95,0.247,730000.0,0.184,2,1
CUST100212,Jabodetabek,36-45,L,Karyawan Formal,0,27.0,0,0.709,0,0.754,40.0,19000.0,8,4.01,0.111,770000.0,0.287,0,0
CUST100213,Sulawesi,46-55,L,UMKM/Wirausaha,1,0.0,0,0.236,,0.237,68.0,33000.0,4,4.06,0.009,2660000.0,0.465,3,1
CUST100214,Kalimantan,26-35,P,Pekerja Informal/Gig,1,0.0,0,0.65,,0.874,81.0,34000.0,6,4.71,0.149,1320000.0,0.202,0,1
CUST100215,Kalimantan,18-25,L,Karyawan Formal,0,41.0,4,0.375,0,0.322,111.0,27000.0,3,4.77,0.023,1960000.0,0.093,0,0
CUST100216,Jabodetabek,26-35,L,UMKM/Wirausaha,0,17.0,0,0.427,0,0.514,111.0,10000.0,3,4.66,0.067,4130000.0,0.539,3,0
CUST100217,Jabodetabek,26-35,P,UMKM/Wirausaha,1,0.0,0,0.02,,0.851,50.0,31000.0,4,4.32,0.046,4920000.0,0.404,1,0
CUST100218,Luar Jawa Lainnya,56+,L,UMKM/Wirausaha,1,0.0,0,0.133,,0.309,111.0,15000.0,1,4.39,0.24,5050000.0,0.176,1,0
CUST100219,Jawa Non-Jabodetabek,36-45,P,UMKM/Wirausaha,1,0.0,0,0.343,,0.702,97.0,57000.0,4,3.87,0.156,6290000.0,0.62,4,0
CUST100220,Jawa Non-Jabodetabek,36-45,L,UMKM/Wirausaha,0,49.0,1,0.561,0,1.0,78.0,49000.0,2,4.12,0.094,3140000.0,0.527,0,1
CUST100221,Jawa Non-Jabodetabek,36-45,P,Karyawan Formal,0,15.0,1,0.254,0,0.965,44.0,36000.0,5,3.58,0.006,950000.0,0.106,2,1
CUST100222,Sumatra,36-45,P,Karyawan Formal,0,33.0,0,0.22,0,0.772,98.0,20000.0,3,5.0,0.013,3400000.0,0.31,1,0
CUST100223,Luar Jawa Lainnya,36-45,P,Pekerja Informal/Gig,1,0.0,0,0.263,,0.861,41.0,24000.0,2,4.14,0.03,2140000.0,0.265,0,0
CUST100224,Jawa Non-Jabodetabek,18-25,P,UMKM/Wirausaha,1,0.0,0,0.724,,0.772,47.0,41000.0,7,4.47,0.18,8500000.0,0.359,8,1
CUST100225,Luar Jawa Lainnya,26-35,P,Karyawan Formal,1,0.0,0,0.536,,0.419,42.0,25000.0,6,4.99,0.01,6240000.0,0.355,1,1
CUST100226,Jabodetabek,18-25,L,Karyawan Formal,0,127.0,4,0.309,0,0.387,64.0,17000.0,8,5.0,0.153,770000.0,0.172,1,0
CUST100227,Sumatra,36-45,L,Pekerja Informal/Gig,1,0.0,0,0.353,,0.703,102.0,11000.0,4,4.39,0.006,5390000.0,0.414,2,1
CUST100228,Sumatra,46-55,L,UMKM/Wirausaha,0,48.0,1,0.02,0,0.706,114.0,31000.0,6,4.56,0.24,10680000.0,0.352,2,0
CUST100229,Jabodetabek,36-45,P,Karyawan Formal,0,18.0,1,0.17,0,1.0,122.0,17000.0,4,3.62,0.009,1310000.0,0.393,1,0
CUST100230,Jabodetabek,36-45,L,Pekerja Informal/Gig,1,0.0,0,0.172,,0.738,71.0,50000.0,4,4.39,0.052,870000.0,0.221,2,0
CUST100231,Jawa Non-Jabodetabek,56+,L,Pekerja Informal/Gig,1,0.0,0,0.306,,0.887,19.0,22000.0,4,5.0,0.023,1670000.0,0.156,1,0
CUST100232,Luar Jawa Lainnya,18-25,L,Pekerja Informal/Gig,0,39.0,1,0.577,1,0.68,167.0,66000.0,3,4.03,0.045,2720000.0,0.524,1,1
CUST100233,Sumatra,18-25,P,UMKM/Wirausaha,0,68.0,1,0.294,0,0.714,94.0,142000.0,6,4.99,0.205,6880000.0,0.471,4,0
CUST100234,Luar Jawa Lainnya,46-55,L,UMKM/Wirausaha,1,0.0,0,0.143,,0.303,66.0,21000.0,0,4.43,0.144,9100000.0,0.565,3,0
CUST100235,Sulawesi,46-55,L,Karyawan Formal,0,11.0,2,0.279,1,0.47,92.0,14000.0,5,4.53,0.149,5240000.0,0.044,0,0
CUST100236,Jawa Non-Jabodetabek,36-45,P,UMKM/Wirausaha,1,0.0,0,0.294,,0.781,36.0,17000.0,5,5.0,0.056,2380000.0,0.46,3,0
CUST100237,Kalimantan,26-35,P,UMKM/Wirausaha,0,25.0,1,0.317,0,0.743,15.0,40000.0,5,3.25,0.13,5200000.0,0.515,1,0
CUST100238,Jabodetabek,56+,P,Karyawan Formal,0,66.0,4,0.334,1,0.383,75.0,14000.0,4,4.76,0.088,1540000.0,0.152,2,0
CUST100239,Jabodetabek,36-45,L,UMKM/Wirausaha,0,66.0,2,0.438,1,0.573,147.0,34000.0,3,4.68,0.016,1410000.0,0.346,2,0
CUST100240,Sulawesi,36-45,P,UMKM/Wirausaha,0,17.0,2,0.168,0,0.383,58.0,17000.0,10,4.45,0.115,8740000.0,0.581,5,1
CUST100241,Kalimantan,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.61,,0.922,65.0,32000.0,4,4.37,0.077,1260000.0,0.341,1,0
CUST100242,Jabodetabek,36-45,L,Karyawan Formal,0,59.0,3,0.196,0,0.713,200.0,31000.0,4,4.43,0.18,4150000.0,0.181,1,1
CUST100243,Sumatra,46-55,L,Pekerja Informal/Gig,1,0.0,0,0.422,,0.852,117.0,47000.0,4,5.0,0.038,2890000.0,0.298,2,0
CUST100244,Sumatra,46-55,L,UMKM/Wirausaha,1,0.0,0,0.16,,0.445,135.0,39000.0,4,3.74,0.118,4770000.0,0.342,2,1
CUST100245,Sulawesi,36-45,P,UMKM/Wirausaha,1,0.0,0,0.168,,0.625,88.0,25000.0,4,4.23,0.091,2760000.0,0.213,5,0
CUST100246,Sumatra,36-45,P,Pekerja Informal/Gig,1,0.0,0,0.553,,0.581,164.0,15000.0,6,5.0,0.051,4990000.0,0.323,0,0
CUST100247,Jawa Non-Jabodetabek,36-45,P,Karyawan Formal,0,42.0,2,0.492,0,0.605,74.0,80000.0,1,4.44,0.086,1380000.0,0.182,0,0
CUST100248,Jawa Non-Jabodetabek,36-45,P,Pekerja Informal/Gig,0,49.0,1,0.569,2,1.0,22.0,27000.0,2,4.99,0.054,850000.0,0.122,0,0
CUST100249,Jawa Non-Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.54,,0.823,55.0,15000.0,5,4.74,0.148,2710000.0,0.11,0,0
CUST100250,Sumatra,18-25,P,Pekerja Informal/Gig,1,0.0,0,0.02,,0.807,57.0,105000.0,8,3.59,0.045,1710000.0,0.115,1,0
CUST100251,Sulawesi,18-25,P,UMKM/Wirausaha,0,6.0,1,0.449,0,0.626,78.0,79000.0,5,4.81,0.086,1380000.0,0.452,2,0
CUST100252,Jawa Non-Jabodetabek,36-45,L,Karyawan Formal,0,54.0,0,0.38,0,0.607,83.0,92000.0,5,4.54,0.249,2130000.0,0.332,1,0
CUST100253,Jabodetabek,18-25,L,Karyawan Formal,0,43.0,1,0.16,0,0.796,66.0,45000.0,4,4.67,0.013,5980000.0,0.293,2,0
CUST100254,Jabodetabek,18-25,P,Pekerja Informal/Gig,1,0.0,0,0.218,,1.0,38.0,55000.0,6,4.17,0.097,2780000.0,0.34,1,0
CUST100255,Kalimantan,46-55,P,Karyawan Formal,0,56.0,0,0.161,0,0.652,73.0,52000.0,9,4.28,0.038,1730000.0,0.178,0,0
CUST100256,Sulawesi,36-45,L,Karyawan Formal,0,15.0,1,0.439,0,0.402,74.0,61000.0,5,4.31,0.182,2410000.0,0.192,1,1
CUST100257,Jabodetabek,18-25,P,Pekerja Informal/Gig,1,0.0,0,0.534,,0.636,37.0,20000.0,5,4.2,0.052,810000.0,0.377,0,0
CUST100258,Jabodetabek,26-35,L,UMKM/Wirausaha,0,55.0,3,0.355,1,0.742,40.0,78000.0,7,4.46,0.243,2580000.0,0.474,2,0
CUST100259,Sumatra,36-45,L,Karyawan Formal,0,66.0,1,0.02,0,0.924,40.0,52000.0,8,4.78,0.229,1970000.0,0.189,0,0
CUST100260,Jabodetabek,26-35,P,Pekerja Informal/Gig,1,0.0,0,0.314,,0.818,42.0,34000.0,2,4.17,0.07,1330000.0,0.257,1,0
CUST100261,Sulawesi,26-35,P,Karyawan Formal,0,64.0,2,0.062,2,0.751,95.0,14000.0,2,4.46,0.012,1210000.0,0.362,0,0
CUST100262,Jawa Non-Jabodetabek,26-35,P,UMKM/Wirausaha,0,33.0,0,0.763,0,0.564,99.0,35000.0,4,4.7,0.03,2990000.0,0.364,3,1
CUST100263,Jabodetabek,26-35,L,Karyawan Formal,0,21.0,1,0.538,1,0.761,80.0,64000.0,6,4.36,0.09,2200000.0,0.204,0,0
CUST100264,Luar Jawa Lainnya,36-45,P,UMKM/Wirausaha,1,0.0,0,0.513,,0.254,57.0,83000.0,9,4.55,0.044,9360000.0,0.608,1,1
CUST100265,Jabodetabek,18-25,L,Karyawan Formal,0,28.0,1,0.079,0,0.835,62.0,25000.0,4,4.4,0.6,1740000.0,0.204,2,0
CUST100266,Jawa Non-Jabodetabek,36-45,L,Pekerja Informal/Gig,1,0.0,0,0.528,,0.424,57.0,18000.0,5,3.99,0.317,3470000.0,0.204,3,1
CUST100267,Jabodetabek,18-25,P,UMKM/Wirausaha,1,0.0,0,0.394,,0.708,117.0,25000.0,6,4.32,0.229,4520000.0,0.353,1,1
CUST100268,Jabodetabek,18-25,L,Karyawan Formal,0,48.0,1,0.313,0,0.648,50.0,47000.0,5,4.41,0.064,4010000.0,0.184,0,0
CUST100269,Jabodetabek,18-25,P,Pekerja Informal/Gig,1,0.0,0,0.429,,0.907,40.0,42000.0,2,3.16,0.162,5810000.0,0.106,2,0
CUST100270,Jabodetabek,46-55,P,Pekerja Informal/Gig,1,0.0,0,0.02,,0.543,43.0,45000.0,6,3.33,0.059,2090000.0,0.262,0,0
CUST100271,Jabodetabek,18-25,L,UMKM/Wirausaha,1,0.0,0,0.376,,0.322,115.0,42000.0,0,4.15,0.14,2150000.0,0.542,2,1
CUST100272,Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.29,,0.702,53.0,34000.0,3,3.79,0.043,1010000.0,0.288,0,1
CUST100273,Sumatra,18-25,L,Karyawan Formal,0,57.0,1,0.231,0,0.843,92.0,41000.0,5,4.04,0.006,1630000.0,0.177,1,0
CUST100274,Kalimantan,36-45,L,UMKM/Wirausaha,1,0.0,0,0.185,,0.977,96.0,38000.0,7,3.76,0.075,5250000.0,0.77,2,0
CUST100275,Jawa Non-Jabodetabek,26-35,P,Pekerja Informal/Gig,0,61.0,2,0.265,0,0.635,98.0,48000.0,5,4.5,0.171,560000.0,0.235,1,0
CUST100276,Jawa Non-Jabodetabek,56+,P,UMKM/Wirausaha,1,0.0,0,0.287,,0.903,41.0,29000.0,3,5.0,0.137,6370000.0,0.516,3,0
CUST100277,Sumatra,36-45,P,Karyawan Formal,0,34.0,0,0.433,0,0.738,95.0,22000.0,7,5.0,0.015,9830000.0,0.233,1,0
CUST100278,Sulawesi,36-45,P,Pekerja Informal/Gig,1,0.0,0,0.288,,0.799,102.0,20000.0,5,3.39,0.1,1110000.0,0.142,1,0
CUST100279,Sulawesi,36-45,L,Karyawan Formal,0,67.0,1,0.02,1,0.775,103.0,19000.0,7,4.47,0.037,1200000.0,0.189,1,0
CUST100280,Jabodetabek,18-25,L,Karyawan Formal,0,68.0,1,0.246,1,0.368,116.0,50000.0,2,4.63,0.178,1440000.0,0.26,3,1
CUST100281,Jabodetabek,56+,L,Pekerja Informal/Gig,1,0.0,0,0.329,,0.448,107.0,50000.0,1,4.03,0.137,1980000.0,0.15,3,0
CUST100282,Jabodetabek,56+,P,Karyawan Formal,0,72.0,3,0.337,0,0.502,38.0,44000.0,5,4.52,0.203,850000.0,0.168,0,0
CUST100283,Jabodetabek,26-35,L,Karyawan Formal,0,42.0,0,0.671,0,0.581,86.0,73000.0,6,4.32,0.086,1170000.0,0.197,1,1
CUST100284,Sumatra,36-45,L,UMKM/Wirausaha,0,46.0,4,0.18,0,0.566,46.0,77000.0,5,5.0,0.105,1970000.0,0.555,3,0
CUST100285,Jawa Non-Jabodetabek,26-35,L,UMKM/Wirausaha,1,0.0,0,0.087,,0.658,39.0,101000.0,5,4.14,0.144,2900000.0,0.358,6,0
CUST100286,Jabodetabek,36-45,L,UMKM/Wirausaha,1,0.0,0,0.509,,0.671,125.0,91000.0,4,4.03,0.047,4100000.0,0.276,4,0
CUST100287,Jawa Non-Jabodetabek,46-55,P,Pekerja Informal/Gig,1,0.0,0,0.374,,0.633,152.0,29000.0,8,5.0,0.143,1560000.0,0.069,0,0
CUST100288,Sumatra,56+,P,UMKM/Wirausaha,0,34.0,1,0.517,1,0.975,69.0,32000.0,0,4.26,0.077,4030000.0,0.637,5,1
CUST100289,Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.02,,0.887,111.0,21000.0,4,4.58,0.005,1860000.0,0.186,0,0
CUST100290,Sulawesi,36-45,P,Karyawan Formal,0,36.0,1,0.231,0,0.624,61.0,18000.0,9,4.16,0.154,3560000.0,0.289,1,0
CUST100291,Jabodetabek,36-45,L,Karyawan Formal,0,23.0,2,0.447,1,0.928,25.0,19000.0,2,4.22,0.126,1190000.0,0.223,1,1
CUST100292,Luar Jawa Lainnya,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.231,,1.0,82.0,64000.0,3,4.79,0.174,4050000.0,0.158,2,0
CUST100293,Jabodetabek,36-45,L,UMKM/Wirausaha,1,0.0,0,0.593,,0.734,77.0,37000.0,4,4.33,0.093,3460000.0,0.494,4,0
CUST100294,Sulawesi,36-45,P,Karyawan Formal,1,0.0,0,0.156,,0.51,41.0,36000.0,2,5.0,0.04,5190000.0,0.301,1,0
CUST100295,Luar Jawa Lainnya,36-45,P,Pekerja Informal/Gig,1,0.0,0,0.687,,0.489,37.0,25000.0,3,4.19,0.08,760000.0,0.231,1,1
CUST100296,Luar Jawa Lainnya,56+,P,UMKM/Wirausaha,1,0.0,0,0.275,,0.72,39.0,57000.0,6,4.46,0.056,8110000.0,0.169,5,0
CUST100297,Sulawesi,18-25,P,UMKM/Wirausaha,0,108.0,3,0.423,0,0.555,43.0,10000.0,4,3.61,0.24,3700000.0,0.281,0,0
CUST100298,Kalimantan,26-35,L,Karyawan Formal,0,43.0,4,0.185,1,0.549,70.0,25000.0,7,4.75,0.048,1020000.0,0.162,0,1
CUST100299,Sumatra,18-25,P,UMKM/Wirausaha,0,35.0,0,0.282,2,0.666,50.0,41000.0,6,4.37,0.073,1880000.0,0.54,1,0
CUST100300,Kalimantan,18-25,P,Karyawan Formal,0,11.0,2,0.665,0,0.889,72.0,46000.0,4,5.0,0.095,2770000.0,0.442,2,0
CUST100301,Jabodetabek,26-35,L,UMKM/Wirausaha,0,38.0,2,0.225,1,0.807,85.0,26000.0,3,4.28,0.026,13460000.0,0.401,6,0
CUST100302,Sumatra,46-55,L,Pekerja Informal/Gig,0,33.0,1,0.342,0,0.973,26.0,30000.0,2,3.97,0.074,5000000.0,0.264,1,0
CUST100303,Sumatra,26-35,L,UMKM/Wirausaha,1,0.0,0,0.594,,0.437,26.0,21000.0,3,4.43,0.01,2320000.0,0.663,4,1
CUST100304,Sulawesi,36-45,L,Karyawan Formal,1,0.0,0,0.195,,0.608,59.0,48000.0,6,3.48,0.061,1960000.0,0.236,2,1
CUST100305,Jawa Non-Jabodetabek,26-35,L,Karyawan Formal,1,0.0,0,0.503,,0.528,92.0,42000.0,7,3.98,0.032,5530000.0,0.19,0,1
CUST100306,Jawa Non-Jabodetabek,26-35,L,Pekerja Informal/Gig,0,31.0,2,0.294,1,0.528,125.0,31000.0,7,4.97,0.029,560000.0,0.02,0,1
CUST100307,Sumatra,46-55,P,Pekerja Informal/Gig,1,0.0,0,0.062,,0.669,114.0,33000.0,3,4.79,0.119,2140000.0,0.177,1,0
CUST100308,Jabodetabek,36-45,P,Karyawan Formal,0,15.0,0,0.515,0,0.782,83.0,44000.0,10,4.44,0.066,4520000.0,0.395,3,0
CUST100309,Jabodetabek,26-35,P,UMKM/Wirausaha,1,0.0,0,0.797,,0.584,74.0,23000.0,4,3.84,0.096,3790000.0,0.351,3,1
CUST100310,Jawa Non-Jabodetabek,46-55,P,UMKM/Wirausaha,0,10.0,0,0.571,1,0.828,26.0,44000.0,2,4.98,0.004,4820000.0,0.504,3,1
CUST100311,Jawa Non-Jabodetabek,26-35,P,Pekerja Informal/Gig,1,0.0,0,0.411,,0.431,124.0,66000.0,3,3.67,0.028,3210000.0,0.174,1,0
CUST100312,Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.248,,0.882,52.0,35000.0,4,5.0,0.051,3880000.0,0.284,1,0
CUST100313,Jawa Non-Jabodetabek,26-35,P,UMKM/Wirausaha,0,57.0,1,0.399,1,0.578,104.0,51000.0,4,3.83,0.019,4420000.0,0.455,5,1
CUST100314,Jawa Non-Jabodetabek,36-45,P,Karyawan Formal,1,0.0,0,0.504,,0.928,130.0,33000.0,3,4.35,0.156,1130000.0,0.265,1,1
CUST100315,Jawa Non-Jabodetabek,26-35,P,Pekerja Informal/Gig,0,25.0,1,0.126,0,0.928,28.0,80000.0,3,3.47,0.154,7200000.0,0.317,2,0
CUST100316,Jawa Non-Jabodetabek,46-55,P,Pekerja Informal/Gig,0,40.0,3,0.02,0,0.472,95.0,37000.0,2,5.0,0.061,2900000.0,0.294,0,1
CUST100317,Kalimantan,36-45,L,UMKM/Wirausaha,0,26.0,0,0.063,0,0.678,118.0,76000.0,5,4.25,0.098,7970000.0,0.342,2,0
CUST100318,Jawa Non-Jabodetabek,26-35,P,UMKM/Wirausaha,0,33.0,1,0.215,0,0.626,42.0,30000.0,4,4.46,0.078,4650000.0,0.536,3,1
CUST100319,Luar Jawa Lainnya,46-55,L,Karyawan Formal,0,54.0,1,0.284,0,0.481,44.0,27000.0,5,4.36,0.157,3700000.0,0.146,0,0
CUST100320,Luar Jawa Lainnya,26-35,L,Karyawan Formal,1,0.0,0,0.263,,0.685,26.0,64000.0,6,4.9,0.051,4880000.0,0.3,1,0
CUST100321,Jawa Non-Jabodetabek,26-35,P,Pekerja Informal/Gig,1,0.0,0,0.335,,0.734,61.0,68000.0,10,4.63,0.03,1740000.0,0.374,0,1
CUST100322,Jawa Non-Jabodetabek,18-25,P,Karyawan Formal,0,19.0,3,0.168,0,0.587,165.0,57000.0,5,5.0,0.04,11500000.0,0.215,1,0
CUST100323,Sumatra,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.379,,0.595,97.0,76000.0,3,4.85,0.068,3560000.0,0.342,1,0
CUST100324,Sulawesi,26-35,L,Karyawan Formal,0,28.0,1,0.284,0,0.916,28.0,13000.0,2,4.11,0.029,1730000.0,0.315,1,0
CUST100325,Sumatra,26-35,P,Karyawan Formal,0,38.0,2,0.246,0,0.392,115.0,27000.0,6,4.8,0.048,2500000.0,0.271,1,0
